id,formattedAddress,addressLine1,addressLine2,city,state,zipCode,county,latitude,longitude,propertyType,bedrooms,bathrooms,squareFootage,status,price,listingType,listedDate,removedDate,createdDate,lastSeenDate,daysOnMarket,mlsName,mlsNumber,listingAgent,listingOffice,lotSize,yearBuilt,hoa
"8-Kirkwood-Pl,-Unit-2,-Caldwell-Boro-Township,-NJ-07006","8 Kirkwood Pl, Unit 2, Caldwell Boro Township, NJ 07006",8 Kirkwood Pl,Unit 2,Caldwell Boro Township,NJ,07006,Essex,40.839453,-74.273655,Multi-Family,3,1.0,,Active,2675,Standard,2025-06-13T00:00:00.000Z,,2023-07-08T00:00:00.000Z,2025-07-05T03:58:38.440Z,23,GardenState,3969312,{'name': 'Neil Deepak Murjani'},"{'name': 'Weichert, Realtors - Morris Plains Corporate Headquarters Sales Office', 'phone': '8008391295', 'email': 'rdclead@wlninc.com'}",6970.0,1927.0,
"32-Ambrosia-Ct,-Livingston,-NJ-07039","32 Ambrosia Ct, Livingston, NJ 07039",32 Ambrosia Ct,,Livingston,NJ,07039,Essex,40.771702,-74.362122,Townhouse,4,3.5,,Active,5200,Standard,2025-06-14T00:00:00.000Z,,2022-12-31T01:17:08.782Z,2025-07-05T03:58:38.436Z,22,GardenState,3969483,"{'name': 'Richa Garg, Real Estate Consultant', 'phone': '9739419739', 'email': 'rgarg.homes@gmail.com', 'website': 'http://www.rgarghomes.com'}","{'name': 'Weichert, Realtors - Short Hills', 'phone': '8008391295', 'email': 'rdclead@wlninc.com', 'website': 'http://www.weichert.com/search/offices/office.aspx'}",452153.0,2019.0,
"13-Taconic-Rd,-Livingston,-NJ-07039","13 Taconic Rd, Livingston, NJ 07039",13 Taconic Rd,,Livingston,NJ,07039,Essex,40.788208,-74.319019,Single Family,4,2.5,2300.0,Active,4800,Standard,2025-06-16T00:00:00.000Z,,2025-06-17T00:00:00.000Z,2025-07-05T03:58:38.435Z,20,GardenState,3969628,"{'name': 'Xiaoyi Wang', 'phone': '2017445285', 'email': 'xiaoyi.wang@cbrealty.com'}","{'name': 'Coldwell Banker Realty', 'phone': '9739944323', 'email': 'jerry.jacob@coldwellbankermoves.com', 'website': 'https://www.coldwellbankerhomes.com//nj/livingston/office/livingston-office/oid_1548/'}",10890.0,1951.0,
"511-Kensington-Ln,-Livingston,-NJ-07039","511 Kensington Ln, Livingston, NJ 07039",511 Kensington Ln,,Livingston,NJ,07039,Essex,40.770615,-74.355057,Townhouse,3,2.5,,Active,4800,Standard,2025-06-17T00:00:00.000Z,,2024-07-12T00:00:00.000Z,2025-07-05T03:36:41.657Z,19,GardenState,3969838,"{'name': 'Chengbo Yin', 'phone': '7322788986'}","{'name': 'Realmart Realty LLC.', 'phone': '7327272285', 'email': 'admin@realmartrealty.com', 'website': 'www.realmart.com'}",1408295.0,2001.0,
"185-S-Orange-Ave,-Apt-3A,-South-Orange-Village-Township,-NJ-07079","185 S Orange Ave, Apt 3A, South Orange Village Township, NJ 07079",185 S Orange Ave,Apt 3A,South Orange Village Township,NJ,07079,Essex,40.745407,-74.253731,Multi-Family,1,1.0,750.0,Active,1844,Standard,2025-06-20T00:00:00.000Z,,2025-06-21T00:00:00.000Z,2025-07-05T03:36:41.578Z,16,GardenState,3970856,"{'name': 'Catalda Cocuzza', 'phone': '9733788300', 'email': 'catalda.cocuzza@cbrealty.com', 'website': 'https://www.coldwellbankerhomes.com/nj/maplewood/agent/catalda-cocuzza/aid_229144/'}","{'name': 'Coldwell Banker Realty', 'phone': '9733788300', 'email': 'michael.pennisi@cbmoves.com', 'website': 'https://www.coldwellbankerhomes.com//nj/maplewood/office/maplewood-office/oid_1578/'}",30056.0,1919.0,
"638-Bloomfield-Ave,-Verona,-NJ-07044","638 Bloomfield Ave, Verona, NJ 07044",638 Bloomfield Ave,,Verona,NJ,07044,Essex,40.832903,-74.247804,Apartment,2,1.0,,Active,2400,Standard,2025-06-16T00:00:00.000Z,,2019-04-25T15:18:34.864Z,2025-07-05T03:36:41.571Z,20,NewJerseyMLS,25020828,"{'name': 'Jeanne Falco', 'phone': '9737836900', 'email': 'jeanne.falco@gmail.com'}","{'name': ""Prominent Properties Sotheby's International Realty"", 'phone': '9737836900', 'email': 'charles.oppler@prominentproperties.com', 'website': 'http://www.prominentproperties.com/'}",,,
"7-Sunnyside-Rd,-West-Orange,-NJ-07052","7 Sunnyside Rd, West Orange, NJ 07052",7 Sunnyside Rd,,West Orange,NJ,07052,Essex,40.803717,-74.264804,Single Family,3,2.5,,Active,5000,Standard,2025-06-16T00:00:00.000Z,,2024-08-13T00:00:00.000Z,2025-07-05T03:36:41.570Z,20,GardenState,3969675,"{'name': 'Kevin Karcich', 'phone': '8624323409', 'email': 'kevinkarcich@gmail.com', 'website': 'kevinkarcich.kw.com'}","{'name': 'KELLER WILLIAMS METROPOLITAN', 'phone': '9735391120', 'email': 'klrw914@kw.com'}",6534.0,1969.0,
"638-Bloomfield-Ave,-Unit-3,-Verona,-NJ-07044","638 Bloomfield Ave, Unit 3, Verona, NJ 07044",638 Bloomfield Ave,Unit 3,Verona,NJ,07044,Essex,40.832851,-74.247833,Multi-Family,2,1.0,,Active,2100,Standard,2025-06-16T00:00:00.000Z,,2025-06-17T00:00:00.000Z,2025-07-05T03:36:41.568Z,20,GardenState,3969702,"{'name': 'Jeanne Falco', 'phone': '9737836900', 'email': 'jeanne.falco@gmail.com'}","{'name': ""Prominent Properties Sotheby's International Realty"", 'phone': '9737836900', 'email': 'charles.oppler@prominentproperties.com', 'website': 'http://www.prominentproperties.com/'}",2614.0,1930.0,
"25-Pine-St,-Unit-27B,-Verona,-NJ-07044","25 Pine St, Unit 27B, Verona, NJ 07044",25 Pine St,Unit 27B,Verona,NJ,07044,Essex,40.834381,-74.251793,Multi-Family,1,1.0,,Active,2300,Standard,2025-06-16T00:00:00.000Z,,2025-06-17T00:00:00.000Z,2025-07-05T03:36:41.567Z,20,GardenState,3969707,{'name': 'Jordan Leigh Mcgovern'},"{'name': ""CHRISTIE'S INT. REAL ESTATE NNJ"", 'phone': '2019629555', 'email': 'mtarabocchia@christiesrennj.com', 'website': 'https://www.christiesrealestate.com/'}",3920.0,1911.0,
"10-N-Ridgewood-Rd,-Apt-408,-South-Orange-Village-Township,-NJ-07079","10 N Ridgewood Rd, Apt 408, South Orange Village Township, NJ 07079",10 N Ridgewood Rd,Apt 408,South Orange Village Township,NJ,07079,Essex,40.747742,-74.262917,Single Family,1,1.0,,Active,2475,Standard,2025-06-17T00:00:00.000Z,,2019-11-07T08:29:33.424Z,2025-07-05T03:36:41.541Z,19,GardenState,3970026,"{'name': 'Christopher L. Bruscino', 'phone': '9737297141', 'email': 'chrisbruscino@hotmail.com'}","{'name': 'REALTY EXECUTIVES EXCEPTIONAL', 'phone': '9737297141', 'email': 'clientcare@realtyexecutives.com', 'website': 'https://www.rexexceptional.com/'}",33977.0,1960.0,
"29-Brandon-Ave,-Livingston,-NJ-07039","29 Brandon Ave, Livingston, NJ 07039",29 Brandon Ave,,Livingston,NJ,07039,Essex,40.810416,-74.30897,Single Family,5,3.0,2690.0,Active,5000,Standard,2025-06-18T00:00:00.000Z,,2025-06-03T00:00:00.000Z,2025-07-05T03:36:41.527Z,18,GardenState,3970277,"{'name': 'Danielle G. Genovese', 'phone': '9739867733', 'email': 'danielle.genovese@premiumonerealty.com', 'website': 'http://premiumonerealty.com'}","{'name': 'PREMIUMONE REALTY', 'phone': '9084455546'}",10454.0,1959.0,
"6-Wakeman-St,-West-Orange,-NJ-07052","6 Wakeman St, West Orange, NJ 07052",6 Wakeman St,,West Orange,NJ,07052,Essex,40.813791,-74.26729,Single Family,3,2.0,,Active,4200,Standard,2025-06-18T00:00:00.000Z,,2025-06-19T00:00:00.000Z,2025-07-05T03:36:41.513Z,18,GardenState,3970294,"{'name': 'Nicolaus T. Juba', 'phone': '9733904664', 'email': 'thejubateam@gmail.com', 'website': 'http://thejubateam.com'}","{'name': 'JUBA TEAM REALTY', 'phone': '9738740800', 'email': 'thejubateam@gmail.com', 'website': 'http://thejubateam.com'}",6098.0,1953.0,
"101-2nd-St,-Unit-3,-South-Orange-Village-Township,-NJ-07079","101 2nd St, Unit 3, South Orange Village Township, NJ 07079",101 2nd St,Unit 3,South Orange Village Township,NJ,07079,Essex,40.743679,-74.258367,Multi-Family,1,1.0,,Active,1725,Standard,2025-06-20T00:00:00.000Z,,2019-12-12T17:40:07.297Z,2025-07-05T03:36:41.484Z,16,GardenState,3970702,"{'name': 'Donna Lerner', 'phone': '9739459969', 'email': 'donna@myrealtordonna.com', 'website': 'http://www.myrealtordonna.com'}","{'name': 'Weichert, Realtors - Morristown East', 'phone': '8008391295', 'email': 'rdclead@wlninc.com'}",4792.0,,
"55-Church-St,-Unit-A,-Millburn,-NJ-07041","55 Church St, Unit A, Millburn, NJ 07041",55 Church St,Unit A,Millburn,NJ,07041,Essex,40.721558,-74.310822,Single Family,4,4.5,,Active,7500,Standard,2025-06-20T00:00:00.000Z,,2025-06-23T00:00:00.000Z,2025-07-05T03:36:41.483Z,16,GardenState,3970686,"{'name': 'Yuria Omi', 'phone': '5516894582', 'email': 'yuria.omi@gmail.com'}","{'name': 'Coldwell Banker Realty', 'phone': '9733765200', 'email': 'michael.pennisi@cbmoves.com', 'website': 'https://www.coldwellbankerhomes.com//nj/short-hills/office/short-hills-office/oid_1688/'}",8712.0,2025.0,
"14-Elmer-St,-Unit-2B,-Madison,-NJ-07940","14 Elmer St, Unit 2B, Madison, NJ 07940",14 Elmer St,Unit 2B,Madison,NJ,07940,Morris,40.758652,-74.412747,Condo,1,1.5,994.0,Active,2700,Standard,2025-07-05T00:00:00.000Z,,2024-06-01T00:00:00.000Z,2025-07-05T03:28:40.888Z,1,,,,,,,
"190-South-St,-Apt-210,-Morristown,-NJ-07960","190 South St, Apt 210, Morristown, NJ 07960",190 South St,Apt 210,Morristown,NJ,07960,Morris,40.791599,-74.475029,Single Family,2,2.0,1550.0,Active,3800,Standard,2025-07-05T00:00:00.000Z,,2025-03-20T00:00:00.000Z,2025-07-05T03:28:40.887Z,1,,,,,32670.0,2019.0,
"887-Edwards-Rd,-Parsippany,-NJ-07054","887 Edwards Rd, Parsippany, NJ 07054",887 Edwards Rd,,Parsippany,NJ,07054,Morris,40.852386,-74.352081,Apartment,3,1.0,,Active,2950,Standard,2025-07-05T00:00:00.000Z,,2025-06-10T00:00:00.000Z,2025-07-05T03:28:40.886Z,1,,,,,,,
"71-North-St,-Unit-2,-Madison,-NJ-07940","71 North St, Unit 2, Madison, NJ 07940",71 North St,Unit 2,Madison,NJ,07940,Morris,40.769169,-74.415108,Apartment,2,1.0,,Active,2500,Standard,2023-06-27T00:00:00.000Z,,2023-06-28T00:00:00.000Z,2025-07-05T03:28:40.882Z,740,,,,,6534.0,,
"121-S-Ridgedale-Ave,-East-Hanover,-NJ-07936","121 S Ridgedale Ave, East Hanover, NJ 07936",121 S Ridgedale Ave,,East Hanover,NJ,07936,Morris,40.803771,-74.394528,Single Family,4,5.0,2850.0,Active,4775,Standard,2024-06-03T00:00:00.000Z,,2024-06-04T00:00:00.000Z,2025-07-05T03:26:21.729Z,398,,,,,,,
"10-Ford-Ave,-Morristown,-NJ-07960","10 Ford Ave, Morristown, NJ 07960",10 Ford Ave,,Morristown,NJ,07960,Morris,40.794544,-74.469376,Apartment,3,2.0,1000.0,Active,3100,Standard,2024-12-10T00:00:00.000Z,,2024-12-11T00:00:00.000Z,2025-07-05T03:26:21.686Z,208,HudsonCounty,240023612,"{'name': 'Meghan Russo', 'phone': '9734202341', 'email': 'meghan.russo@gmail.com'}","{'name': 'KELLER WILLIAMS SUBURBAN REALTY', 'phone': '9732510100', 'email': 'klrw807@kw.com'}",,1920.0,
"1205-Vail-Rd,-Parsippany-Troy-Hills-Township,-NJ-07054","1205 Vail Rd, Parsippany Troy Hills Township, NJ 07054",1205 Vail Rd,,Parsippany Troy Hills Township,NJ,07054,Morris,40.86868,-74.40484,Condo,2,1.0,,Active,2450,Standard,2025-01-24T00:00:00.000Z,,2025-01-25T00:00:00.000Z,2025-07-05T03:26:21.638Z,163,GardenState,3942804,"{'name': 'Jennifer Leigh Masters', 'phone': '9737133133', 'email': 'jennifermasters@kw.com'}","{'name': 'KELLER WILLIAMS METROPOLITAN', 'phone': '9735391120', 'email': 'klrw914@kw.com'}",241322.0,2001.0,
"10-Lafayette-Ave,-Apt-247,-Morristown,-NJ-07960","10 Lafayette Ave, Apt 247, Morristown, NJ 07960",10 Lafayette Ave,Apt 247,Morristown,NJ,07960,Morris,40.79821,-74.475655,Apartment,2,2.0,1068.0,Active,3306,Standard,2025-03-10T00:00:00.000Z,,2025-03-11T00:00:00.000Z,2025-07-05T03:26:21.634Z,118,Funnel,M4649956-12054,"{'name': 'Sofi Leasing', 'phone': '9732219085'}",{'name': 'The Management Company'},,,
"4-Community-Pl,-Unit-202,-Madison,-NJ-07940","4 Community Pl, Unit 202, Madison, NJ 07940",4 Community Pl,Unit 202,Madison,NJ,07940,Morris,40.761299,-74.416855,Apartment,2,2.0,1262.0,Active,4500,Standard,2025-03-17T00:00:00.000Z,,2022-12-20T00:50:41.207Z,2025-07-05T03:26:21.627Z,111,GardenState,3951244,"{'name': 'Erin Myers', 'phone': '9732233147', 'email': 'erinmyersrealtor@gmail.com', 'website': 'https://erin-myers.weichert.com'}","{'name': 'Weichert, Realtors - Morristown East', 'phone': '8008391295', 'email': 'rdclead@wlninc.com'}",17424.0,2023.0,
"4-Community-Pl,-Unit-104,-Madison,-NJ-07940","4 Community Pl, Unit 104, Madison, NJ 07940",4 Community Pl,Unit 104,Madison,NJ,07940,Morris,40.761299,-74.416855,Apartment,2,2.0,1193.0,Active,3550,Standard,2025-03-17T00:00:00.000Z,,2022-12-20T00:50:41.209Z,2025-07-05T03:26:21.623Z,111,GardenState,3951249,"{'name': 'Erin Myers', 'phone': '9732233147', 'email': 'erinmyersrealtor@gmail.com', 'website': 'https://erin-myers.weichert.com'}","{'name': 'Weichert, Realtors - Morristown East', 'phone': '8008391295', 'email': 'rdclead@wlninc.com'}",17424.0,2023.0,
"10-Ford-Ave,-Apt-210,-Morristown,-NJ-07960","10 Ford Ave, Apt 210, Morristown, NJ 07960",10 Ford Ave,Apt 210,Morristown,NJ,07960,Morris,40.794639,-74.469459,Single Family,2,2.0,,Active,2900,Standard,2025-02-07T00:00:00.000Z,,2024-07-31T00:00:00.000Z,2025-07-05T03:26:21.622Z,149,GardenState,3945052,{'name': 'Harry Sahlman'},"{'name': 'Village Square Realtors', 'phone': '9735092222', 'email': 'villagesquarerealtors@gmail.com', 'website': 'http://www.villagesquarerealtors.com'}",30056.0,1920.0,
"141-Castle-Ridge-Dr,-East-Hanover,-NJ-07936","141 Castle Ridge Dr, East Hanover, NJ 07936",141 Castle Ridge Dr,,East Hanover,NJ,07936,Morris,40.805321,-74.360222,Townhouse,2,2.5,,Active,3600,Standard,2025-03-19T00:00:00.000Z,,2020-06-30T04:01:38.779Z,2025-07-05T03:26:21.622Z,109,GardenState,3951838,"{'name': 'Dana Dang Garden Home Realty', 'phone': '9735330880', 'email': 'danadang7@gmail.com', 'website': 'http://www.gardenhomerealty.com'}","{'name': 'GARDEN HOME REALTY', 'phone': '9735330880', 'email': 'danadang7@gmail.com', 'website': 'http://www.gardenhomerealty.com'}",6098.0,1987.0,
"41-Canterbury-Rd,-Chatham-Township,-NJ-07928","41 Canterbury Rd, Chatham Township, NJ 07928",41 Canterbury Rd,,Chatham Township,NJ,07928,Morris,40.722708,-74.392781,Condo,2,2.5,1540.0,Active,3975,Standard,2025-04-22T00:00:00.000Z,,2019-10-28T20:45:43.902Z,2025-07-05T03:26:21.621Z,75,GardenState,3958059,"{'name': 'John A Rapicano, Broker Of Record', 'phone': '9732677800', 'email': 'jrapicano@gmail.com', 'website': 'https://www.360realtypartners.com'}","{'name': '360 REALTY PARTNERS', 'phone': '9732677800', 'email': 'jrapicano@gmail.com'}",31363.0,1985.0,
"66-Abbett-Ave-Unit-D,-Morristown,-NJ-07960","66 Abbett Ave Unit D, Morristown, NJ 07960",66 Abbett Ave Unit D,,Morristown,NJ,07960,Morris,40.800499,-74.470558,Single Family,2,1.0,,Active,2995,Standard,2025-04-25T00:00:00.000Z,,2025-04-26T00:00:00.000Z,2025-07-05T03:26:21.617Z,72,GardenState,3959020,"{'name': 'Christopher L. Bruscino', 'phone': '9737297141', 'email': 'chrisbruscino@hotmail.com'}","{'name': 'REALTY EXECUTIVES EXCEPTIONAL', 'phone': '9737297141', 'email': 'clientcare@realtyexecutives.com', 'website': 'https://www.rexexceptional.com/'}",5663.0,1915.0,
"4-Community-Pl,-Unit-105,-Madison,-NJ-07940","4 Community Pl, Unit 105, Madison, NJ 07940",4 Community Pl,Unit 105,Madison,NJ,07940,Morris,40.761299,-74.416855,Apartment,2,2.0,1127.0,Active,3650,Standard,2025-03-17T00:00:00.000Z,,2022-12-20T00:50:41.207Z,2025-07-05T03:26:21.613Z,111,GardenState,3951253,"{'name': 'Erin Myers', 'phone': '9732233147', 'email': 'erinmyersrealtor@gmail.com', 'website': 'https://erin-myers.weichert.com'}","{'name': 'Weichert, Realtors - Morristown East', 'phone': '8008391295', 'email': 'rdclead@wlninc.com'}",17424.0,2023.0,
"64-Dacotah-Ave,-Parsippany-Troy-Hills-Township,-NJ-07034","64 Dacotah Ave, Parsippany Troy Hills Township, NJ 07034",64 Dacotah Ave,,Parsippany Troy Hills Township,NJ,07034,Morris,40.881677,-74.380052,Single Family,4,2.0,,Active,3800,Standard,2025-03-27T00:00:00.000Z,,2025-03-28T00:00:00.000Z,2025-07-05T03:26:21.609Z,101,GardenState,3953315,"{'name': 'Peter Lorenzo', 'phone': '9732559337', 'email': 'peterglorenzo@kw.com', 'website': 'http://www.crawfordlorenzohomesellingteam.com'}","{'name': 'KELLER WILLIAMS METROPOLITAN', 'phone': '9735391120', 'email': 'klrw914@kw.com'}",7841.0,1940.0,
"75-Sunrise-Dr,-Hanover-Twp,-NJ-07981","75 Sunrise Dr, Hanover Twp, NJ 07981",75 Sunrise Dr,,Hanover Twp,NJ,07981,Morris,40.832187,-74.422533,Condo,1,1.0,783.0,Active,2500,Standard,2025-03-31T00:00:00.000Z,,2022-08-31T01:13:15.474Z,2025-07-05T03:26:21.606Z,97,GardenState,3953859,"{'name': 'Denise Derobertis', 'phone': '9732332300', 'email': 'denise.derobertis@cbmoves.com', 'website': 'https://denisederobertis.propertypeoplegroup.com/'}","{'name': 'Coldwell Banker Realty', 'phone': '9732332300', 'email': 'nicholas.gagis@coldwellbankermoves.com', 'website': 'https://www.coldwellbankerhomes.com//nj/montclair/office/montclair-office/oid_1713/'}",4356.0,1993.0,
"79-Hawkins-Ave,-Parsippany-Troy-Hills-Township,-NJ-07054","79 Hawkins Ave, Parsippany Troy Hills Township, NJ 07054",79 Hawkins Ave,,Parsippany Troy Hills Township,NJ,07054,Morris,40.863994,-74.387353,Single Family,4,3.0,,Active,4000,Standard,2025-03-25T00:00:00.000Z,,2023-11-17T00:00:00.000Z,2025-07-05T03:26:21.606Z,103,GardenState,3952701,"{'name': 'Sarath Mangam', 'phone': '9732632200', 'email': 'smangam@hotmail.com', 'website': 'https://homesforsale.century21.com/agent/sarath.mangam@century21.com'}","{'name': 'CENTURY 21 Elite Realty', 'phone': '9732632200', 'email': 'joeyt12@verizon.net', 'website': 'http://www.century21.com/real-estate-office/profile/century-21-elite-realty-10017603'}",17424.0,1950.0,
"27-Parker-Ln,-Hanover-Twp,-NJ-07981","27 Parker Ln, Hanover Twp, NJ 07981",27 Parker Ln,,Hanover Twp,NJ,07981,Morris,40.82187997,-74.41683711,Townhouse,2,3.0,1299.0,Active,3450,Standard,2025-04-06T00:00:00.000Z,,2025-04-07T00:00:00.000Z,2025-07-05T03:26:21.605Z,91,GardenState,3953491,"{'name': 'Darcie Venito, Agent', 'phone': '2014241990', 'email': 'darcie@nj-re.com', 'website': 'http://www.nj-re.com'}","{'name': 'HAVEN REAL ESTATE COLLECTIVE', 'phone': '9082242836'}",9999.0,2023.0,
"12-Parker-Ln,-Hanover-Twp,-NJ-07981","12 Parker Ln, Hanover Twp, NJ 07981",12 Parker Ln,,Hanover Twp,NJ,07981,Morris,40.82189622,-74.4167947,Townhouse,2,2.5,2162.0,Active,4900,Standard,2025-04-06T00:00:00.000Z,,2025-04-07T00:00:00.000Z,2025-07-05T03:26:21.598Z,91,GardenState,3939776,"{'name': 'Darcie Venito, Agent', 'phone': '2014241990', 'email': 'darcie@nj-re.com', 'website': 'http://www.nj-re.com'}","{'name': 'HAVEN REAL ESTATE COLLECTIVE', 'phone': '9082242836'}",9999.0,2024.0,
"131-N-Passaic-Ave,-Chatham,-NJ-07928","131 N Passaic Ave, Chatham, NJ 07928",131 N Passaic Ave,,Chatham,NJ,07928,Morris,40.74706,-74.377623,Single Family,3,1.0,,Active,3200,Standard,2025-04-25T00:00:00.000Z,,2021-05-31T01:17:12.736Z,2025-07-05T03:26:21.597Z,72,GardenState,3959044,"{'name': 'Sue Lin', 'phone': '2013962121', 'email': 'suelin_2003@yahoo.com', 'website': 'http://www.parsippany.net/'}","{'name': 'GARDEN HOME REALTY', 'phone': '9735330880', 'email': 'danadang7@gmail.com', 'website': 'http://www.gardenhomerealty.com'}",5663.0,,
"1-Avery-Ct,---CB6,-Madison,-NJ-07940","1 Avery Ct, # CB6, Madison, NJ 07940",1 Avery Ct,# CB6,Madison,NJ,07940,Morris,40.770866,-74.418816,Condo,3,3.5,,Active,6000,Standard,2025-04-14T00:00:00.000Z,,2025-04-15T00:00:00.000Z,2025-07-05T03:26:21.596Z,83,GardenState,3956763,"{'name': 'Mary T. Weichert', 'phone': '2015320788', 'email': 'maryweichert@weichert.com', 'website': 'http://www.maryweichert.com'}","{'name': 'Weichert, Realtors - Chatham', 'phone': '8008391295', 'email': 'rdclead@wlninc.com'}",1307.0,1982.0,
"10-Beechwood-Ave,-Parsippany-Troy-Hills-Township,-NJ-07034","10 Beechwood Ave, Parsippany Troy Hills Township, NJ 07034",10 Beechwood Ave,,Parsippany Troy Hills Township,NJ,07034,Morris,40.885196,-74.388813,Single Family,2,2.0,,Active,3200,Standard,2025-04-15T00:00:00.000Z,,2025-04-16T00:00:00.000Z,2025-07-05T03:26:21.589Z,82,GardenState,3956784,{'name': 'Maryann Capursi'},"{'name': 'UNITED REAL ESTATE', 'phone': '8885016953', 'email': 'unitednorthjersey@gmail.com', 'website': 'www.unitedrealestatenorthjersey.com'}",7841.0,1942.0,
"30-Gregory-Ave,-Morris-Twp,-NJ-07950","30 Gregory Ave, Morris Twp, NJ 07950",30 Gregory Ave,,Morris Twp,NJ,07950,Morris,40.820453,-74.478406,Single Family,4,2.5,1750.0,Active,4500,Standard,2025-05-05T00:00:00.000Z,,2023-10-07T00:00:00.000Z,2025-07-05T03:20:22.394Z,62,GardenState,3960923,"{'name': 'Jarrett Sutton', 'phone': '7326590001', 'email': 'esysell@gmail.com'}","{'name': 'Realmart Realty LLC.', 'phone': '7327272285', 'email': 'admin@realmartrealty.com', 'website': 'www.realmart.com'}",8276.0,1928.0,
"308-Rotando-Way,-Morris-Plains,-NJ-07950","308 Rotando Way, Morris Plains, NJ 07950",308 Rotando Way,,Morris Plains,NJ,07950,Morris,40.839771,-74.467011,Townhouse,3,2.5,,Active,3850,Standard,2025-05-28T00:00:00.000Z,,2020-04-18T01:31:52.899Z,2025-07-05T03:20:22.332Z,39,GardenState,3965631,"{'name': 'The Ramchandani Team', 'phone': '9736156504', 'email': 'team@srrealestategroup.com', 'website': 'http://www.srrealestategroup.com'}","{'name': ""CHRISTIE'S INT. REAL ESTATE NNJ"", 'phone': '9085164790', 'email': 'aristovic@christiesrennj.com', 'website': 'www.christiesrennj.com'}",,2012.0,
"55-Summit-Ave,-Unit-2,-Chatham,-NJ-07928","55 Summit Ave, Unit 2, Chatham, NJ 07928",55 Summit Ave,Unit 2,Chatham,NJ,07928,Morris,40.737549,-74.378883,Multi-Family,2,1.0,,Active,3000,Standard,2025-05-01T00:00:00.000Z,,2020-03-14T04:46:00.883Z,2025-07-05T03:20:22.325Z,66,GardenState,3960165,"{'name': 'Scott Shuman', 'phone': '8628123237', 'email': 'scott@sueadler.com', 'website': 'www.sueadler.com'}","{'name': 'Keller Williams Realty', 'phone': '9082732991', 'email': 'klrw516@kw.com', 'website': 'www.kellerwilliamsnj.com'}",10019.0,1910.0,
"39-Valley-Rd,-Madison,-NJ-07940","39 Valley Rd, Madison, NJ 07940",39 Valley Rd,,Madison,NJ,07940,Morris,40.759472,-74.403986,Single Family,3,1.5,,Active,4200,Standard,2025-05-08T00:00:00.000Z,,2025-05-09T00:00:00.000Z,2025-07-05T03:20:22.319Z,59,GardenState,3961677,"{'name': 'Elizabeth Winter', 'phone': '9088948578', 'email': 'lwinter@turpinrealtors.com', 'website': 'http://www.lisarwinter.com'}","{'name': 'Turpin Realtors', 'phone': '9082349100', 'email': 'realtor-com-18@leadrelay.com', 'website': 'http://www.turpinrealtors.com'}",9583.0,1951.0,
"9-N-Beverwyck-Rd,-Parsippany-Troy-Hills-Township,-NJ-07034","9 N Beverwyck Rd, Parsippany Troy Hills Township, NJ 07034",9 N Beverwyck Rd,,Parsippany Troy Hills Township,NJ,07034,Morris,40.877811,-74.382996,Condo,2,2.0,,Active,2800,Standard,2025-05-08T00:00:00.000Z,,2025-05-09T00:00:00.000Z,2025-07-05T03:20:22.318Z,59,GardenState,3961847,"{'name': 'Bob Wilhalme', 'phone': '9733474835', 'email': 'bobwilhalme@gmail.com', 'website': 'bobwilhalme.com'}","{'name': 'Weichert, Realtors - Mountain Lakes', 'phone': '8008391295', 'email': 'rdclead@wlninc.com'}",13939.0,2023.0,
"137-Centerton-Dr,-Parsippany-Troy-Hills-Township,-NJ-07054","137 Centerton Dr, Parsippany Troy Hills Township, NJ 07054",137 Centerton Dr,,Parsippany Troy Hills Township,NJ,07054,Morris,40.853942,-74.446382,Single Family,4,2.0,1392.0,Active,3600,Standard,2025-05-12T00:00:00.000Z,,2022-11-01T01:18:38.691Z,2025-07-05T03:20:22.316Z,55,GardenState,3962251,"{'name': 'Tanvini Y. Gogri', 'phone': '5623249287', 'email': 'tanvini@gmail.com'}","{'name': 'GREEN ESTATE REALTY LLC', 'phone': '9734009898', 'email': 'tanvini@gmail.com'}",10019.0,1955.0,
"14-Rohn-St,-East-Hanover,-NJ-07936","14 Rohn St, East Hanover, NJ 07936",14 Rohn St,,East Hanover,NJ,07936,Morris,40.812099,-74.358402,Single Family,3,3.0,,Active,4800,Standard,2025-05-12T00:00:00.000Z,,2025-05-13T00:00:00.000Z,2025-07-05T03:20:22.315Z,55,GardenState,3962461,"{'name': 'Sajimon Antony', 'phone': '8624382361', 'email': 'info@eliterealtorsofnewjersey.com'}","{'name': 'ELITE REALTORS OF NEW JERSEY', 'phone': '9739949009', 'email': 'info@eliternj.com', 'website': 'http://www.eliternj.com'}",10454.0,1963.0,
"10-Lafayette-Ave,-Apt-529,-Morristown,-NJ-07960","10 Lafayette Ave, Apt 529, Morristown, NJ 07960",10 Lafayette Ave,Apt 529,Morristown,NJ,07960,Morris,40.798012,-74.475624,Apartment,1,1.0,722.0,Active,2975,Standard,2025-05-13T00:00:00.000Z,,2025-05-14T00:00:00.000Z,2025-07-05T03:20:22.314Z,54,Funnel,M4650115-12054,"{'name': 'Sofi Leasing', 'phone': '9732219085'}",{'name': 'The Management Company'},,,
